Company,Employees,Company Location,Industry,Company URL
MadHats,10.0,"South San Francisco, California",Events Services,https://app.apollo.io/#/organizations/5b862ecd324d443759430445
Votary Films,9.0,"Worcester, Massachusetts",Marketing & Advertising,https://app.apollo.io/#/organizations/54a1d5fe7468694f8f7efa14
Cool Careers Podcast,3.0,"Houston, Texas",Nonprofit Organization Management,https://app.apollo.io/#/organizations/5f49ae4d0bec4400016a78ef
Dataman Group Direct,3.0,"Boca Raton, Florida",Marketing & Advertising,https://app.apollo.io/#/organizations/5f4424ba28054400015bee88
Omaiven Health,4.0,"Austin, Texas","Information Technology & Services,",https://app.apollo.io/#/organizations/5b852fa8324d445f866d2915
"Janes Capital Partners, an Oaklins member firm",10.0,"Irvine, California",Investment Banking,https://app.apollo.io/#/organizations/54a1273769702dcef9e80700
OCTOPYD,7.0,"Hayward, California",Internet,https://app.apollo.io/#/organizations/61173b0fd69e0900017b1fa1
Abe.ai,10.0,"Orlando, Florida","Financial Services, Banking",https://app.apollo.io/#/organizations/57c4c67aa6da983720cebfb1
Elliott Jets,5.0,"Moline, Illinois",Airlines/aviation,https://app.apollo.io/#/organizations/556d882473696411c1953a01
Traveler's Q,6.0,"Wilmington, Delaware",Events Services,https://app.apollo.io/#/organizations/5c244df8f651256f1ac233a2
Cardagraph,8.0,"Lehi, Utah",Information Technology & Services,https://app.apollo.io/#/organizations/5f8880495412fb00be58e16b
ArgoTrak,8.0,"Charlotte, North Carolina",Information Technology & Services,https://app.apollo.io/#/organizations/615e161344fc6c0001fe4ef4
Yeeld,9.0,"Chicago, Illinois",Management Consulting,https://app.apollo.io/#/organizations/63d5a929d0efda00013bacca
World Medical Tourism & Global Healthcare Congress,4.0,"Palm Beach Gardens, Florida",Hospital & Health Care,https://app.apollo.io/#/organizations/5d350627f65125b04b5ceb93
NexGen Storage,3.0,"Louisville, Colorado","Information Technology & Services,",https://app.apollo.io/#/organizations/5d34d76680f93e8cfafc9abc
"The Greenberg Group, Inc.",9.0,"Hewlett, New York",Real Estate,https://app.apollo.io/#/organizations/54a13c5e69702d231f762302
iKadre,3.0,"Littleton, Colorado",Management Consulting,https://app.apollo.io/#/organizations/5e57db943f9e640001b6e430
Rapid Insight,4.0,"Conway, New Hampshire",Information Technology & Services,https://app.apollo.io/#/organizations/54a12a0569702dcef9e8ec01
Chopper Spotter,2.0,"Rosemount, Minnesota",Aviation & Aerospace,https://app.apollo.io/#/organizations/61eb8dcbff2b050001006980
Ioterra,4.0,"Reno, Nevada","Information Technology & Services,",https://app.apollo.io/#/organizations/5e5642bd278d3a0001b039ed
LeapAnalysis,10.0,"Plantation, Florida",Information Technology & Services,https://app.apollo.io/#/organizations/5e57ddc95c00fd000192988e
Top Talent Professionals/Career Coaching NOW,2.0,"Ellicott City, Maryland",Staffing & Recruiting,https://app.apollo.io/#/organizations/55ec922ef3e5bb12cd000fcc
Sacra,9.0,"New York, New York",Venture Capital & Private Equity,https://app.apollo.io/#/organizations/5f3ec9ab83ca9600012aafb7
Grepforce,5.0,"Dover, Delaware",Information Technology & Services,https://app.apollo.io/#/organizations/6373518d00917600a327878e
360Booth,3.0,"Odessa, Florida",Automotive,https://app.apollo.io/#/organizations/5b862ad3f874f71549f10f55
FoxyAI,10.0,"New York, New York",Information Technology & Services,https://app.apollo.io/#/organizations/5b873fdff874f73b0f48c163
QueensGiant LLC,6.0,"New York, New York",Capital Markets,https://app.apollo.io/#/organizations/5da69c99763a8200013d68e0
"The Marketing Firm, Inc.",2.0,"Utica, New York",Marketing & Advertising,https://app.apollo.io/#/organizations/556db7937369641276a97401
"Law Office of Lawrence M. Centanni, P.C.",5.0,"Elizabeth, New Jersey","Law Practice, Legal Services",https://app.apollo.io/#/organizations/54a23c377468693825469518
Puzzle,3.0,"Sarasota, Florida",Information Technology & Services,https://app.apollo.io/#/organizations/5f86aecb0f9e07008ca3e129
Blue Goat Cyber,9.0,"Tempe, Arizona",Computer & Network Security,https://app.apollo.io/#/organizations/63df76c022c86500da9f62b1
Global Market Advisors (GMA),7.0,"Las Vegas, Nevada",Management Consulting,https://app.apollo.io/#/organizations/556d617273696411de18f400
Admit.me,9.0,"Bethesda, Maryland","Education Management,",https://app.apollo.io/#/organizations/556d5cfd736964122600ee00
Black Travel Summit,6.0,"Miami, Florida","Leisure, Travel & Tourism",https://app.apollo.io/#/organizations/5f41df0e39faab00019173eb
Student EI,2.0,"Punta Gorda, Florida","Education Management,",https://app.apollo.io/#/organizations/61eba2bc9249c500018db716
Fruitful Design & Strategy,3.0,"Omaha, Nebraska","Graphic Design, Design",https://app.apollo.io/#/organizations/54a128d669702db878c42201
Foundry 45 (Acquired by Axon in April 2022),5.0,"Atlanta, Georgia","Professional Training & Coaching,",https://app.apollo.io/#/organizations/55ec8ffcf3e5bb1379000144
DMLift Inc.,4.0,"Taylor, Michigan","Electrical/electronic Manufacturing,",https://app.apollo.io/#/organizations/604a940db6796600012d4874
Cohero Health,5.0,"Congers, New York",Medical Devices,https://app.apollo.io/#/organizations/54a1202269702da425322102
"Enthusem by Prospect Smarter, Inc.",7.0,"Tampa, Florida",Marketing & Advertising,https://app.apollo.io/#/organizations/57c4bbbda6da983701597450
Marketing Over Coffee Podcast,10.0,"Williamstown, Massachusetts",Marketing & Advertising,https://app.apollo.io/#/organizations/5da447541dd46b000117bd3e
Brand House Marketing,10.0,"Baraboo, Wisconsin",Marketing & Advertising,https://app.apollo.io/#/organizations/5e58cf0189d28e000112c243
ADVANCED INDUSTRIAL,4.0,"Mooresville, North Carolina",Plastics,https://app.apollo.io/#/organizations/5ed215ceb986c60001e382b6
Adelphi Trust Company,8.0,"Saint Petersburg, Florida","Financial Services, Investment Management",https://app.apollo.io/#/organizations/630deb1647ddbf00caea25a8
SnapRetail / SnapRx,9.0,"Pittsburgh, Pennsylvania","Information Technology & Services,",https://app.apollo.io/#/organizations/54a1222169702d97c15c5403
Equipment Management Group,1.0,"Atlanta, Georgia",Facilities Services,https://app.apollo.io/#/organizations/55e89427f3e5bb4186000911
Avada Software,10.0,"Rockaway, New Jersey",Information Technology & Services,https://app.apollo.io/#/organizations/54a12b2869702d90a2f79902
Modus eDiscovery Inc,8.0,"Cary, North Carolina",Legal Services,https://app.apollo.io/#/organizations/56d8735af3e5bb76e8002c01
4Cast Agency,3.0,"Miami, Florida",Professional Training & Coaching,https://app.apollo.io/#/organizations/64358ab9b2b26d0106b4435a
WillHire,3.0,"Austin, Texas",Staffing & Recruiting,https://app.apollo.io/#/organizations/5e55a49a24ba7f00014e601b
Rivit TV,3.0,"Los Angeles, California",Entertainment,https://app.apollo.io/#/organizations/5c23e196a3ae61d2202c6a38
AMM Communications,6.0,"St. Louis, Missouri","Public Relations & Communications,",https://app.apollo.io/#/organizations/556d740873696411f4082101
"Giga-Green Technologies, Inc.",4.0,"Fargo, North Dakota",Information Technology & Services,https://app.apollo.io/#/organizations/5a9e3faaa6da98d9a15e7c5a
BooXkeeping Corp.,9.0,"San Diego, California",Accounting,https://app.apollo.io/#/organizations/54a12b2069702decc56d0100
Morris Group LLC,5.0,"Knoxville, Tennessee","Marketing & Advertising,",https://app.apollo.io/#/organizations/54a1363e69702d3cbbdc2d01
Geutebruck USA,10.0,"Tampa, Florida",Security & Investigations,https://app.apollo.io/#/organizations/5569b67773696425c4f47e00
EVolved EV Charging Solutions,4.0,"Tempe, Arizona",Electrical/electronic Manufacturing,https://app.apollo.io/#/organizations/6358bdd0ff768100014b0e43
SecureWon,9.0,"Newport, Rhode Island",Information Technology & Services,https://app.apollo.io/#/organizations/632da8aca1f7ae00a443738c
Digsite,2.0,"Madison, Wisconsin",Market Research,https://app.apollo.io/#/organizations/556dccd273696411ecb19401
Armorgard USA,4.0,"Cambridge, Massachusetts",Construction,https://app.apollo.io/#/organizations/638f242f69f04401312c97cf
Betterleave Bereavement,7.0,"Austin, Texas",Hospital & Health Care,https://app.apollo.io/#/organizations/61ec3d098512420001dfe8e5
WPM Technology,5.0,"Houston, Texas","Information Technology & Services,",https://app.apollo.io/#/organizations/5f458ccdf535eb0001a07742
America Outdoors Association,6.0,"Knoxville, Tennessee",Nonprofit Organization Management,https://app.apollo.io/#/organizations/5d09dcdef65125d01f33a778
CareAlign,8.0,"Philadelphia, Pennsylvania",Hospital & Health Care,https://app.apollo.io/#/organizations/5b86ed94f874f770d6ebd42d
RVA Small Business Network,8.0,"Henrico, Virginia","Online Media, Marketing & Advertising",https://app.apollo.io/#/organizations/63c56f1ea9f17b00cd96ec5c
Zeeko® (now Abound Social),3.0,"Kansas City, Missouri",Marketing & Advertising,https://app.apollo.io/#/organizations/5e2824fa9091ec00e0755ca5
Ellison Ellery | Digital Marketing Agency,3.0,"Orlando, Florida",Marketing & Advertising,https://app.apollo.io/#/organizations/5a9ecbdda6da98d97e7ebd49
Sock Fancy,5.0,"Tampa, Florida",Management Consulting,https://app.apollo.io/#/organizations/54a11ffa69702d9a8b773d02
"Metamoto, Inc.",10.0,"Redwood City, California",Information Technology & Services,https://app.apollo.io/#/organizations/5a9e1b8fa6da98d99779d0c4
CENTERsantafe,2.0,"Santa Fe, New Mexico",Photography,https://app.apollo.io/#/organizations/5e58f507c9a2e50001151dbf
Novadontics,6.0,"San Diego, California",Information Technology & Services,https://app.apollo.io/#/organizations/5e5723fd886895000165c1b1
Sierra Labs,10.0,"Los Angeles, California",Information Technology & Services,https://app.apollo.io/#/organizations/5b85a04cf874f71b73e2b0e1
DataTech Florida,6.0,"Orlando, Florida",E-learning,https://app.apollo.io/#/organizations/5e57cd85eedbc700014ac4e1
APMCares,2.0,"Roseville, California",Nonprofit Organization Management,https://app.apollo.io/#/organizations/63ca5c11c91c060001fb1e19
Intelligent Cutting Solutions (ICS),5.0,"Newington, Connecticut",Aviation & Aerospace,https://app.apollo.io/#/organizations/5f451b4146581000be4b96e3
Metacortex Publishing,3.0,"Boulder, Colorado",Publishing,https://app.apollo.io/#/organizations/64037f04b9b81f0001244e71
Huumanize ™,7.0,"Columbus, Ohio",Marketing & Advertising,https://app.apollo.io/#/organizations/5e55cbb68391bd00012a6834
Glimmer Tours,9.0,"San Diego, California","Leisure, Travel & Tourism",https://app.apollo.io/#/organizations/5da4e04bc263a30001da4bbe
Thought Design,8.0,"Rockford, Michigan",Management Consulting,https://app.apollo.io/#/organizations/54a13b8769702d267a0da301
Egan Security Group,7.0,"Lancaster, Pennsylvania",Management Consulting,https://app.apollo.io/#/organizations/60c77e9a9ba19a00a4ff8659
Markondo,4.0,"New York, New York",Real Estate,https://app.apollo.io/#/organizations/60cc3dfe302d2b00a4e1522a
The PCKG Company,4.0,"Miami, Florida",Packaging & Containers,https://app.apollo.io/#/organizations/6080cdaa3bf51c00e2bace28
Growth Dynamics Online,3.0,"West Chester, Pennsylvania",Professional Training & Coaching,https://app.apollo.io/#/organizations/55eb4a26f3e5bb34c1004da0
Agrograph,9.0,"Madison, Wisconsin",Information Technology & Services,https://app.apollo.io/#/organizations/5e33b9274631fa011a15ddf4
Lightmap Creative,5.0,"New York, New York","Marketing & Advertising,",https://app.apollo.io/#/organizations/5e57de8fbd15ea0001787020
PharmAccelerator,3.0,"Tampa, Florida",Management Consulting,https://app.apollo.io/#/organizations/62f2b4fb917ed800a3c63662
Wiredrive,5.0,"Los Angeles, California","Information Technology & Services,",https://app.apollo.io/#/organizations/54a126df69702d8cfcbf8700
Fusion Financial Group,6.0,"Littleton, Colorado",Financial Services,https://app.apollo.io/#/organizations/6134ce4e5ca10c0001a594aa
"Forager - Local Sourcing, Simplified",5.0,"Portland, Maine",Information Technology & Services,https://app.apollo.io/#/organizations/55ecdbbcf3e5bb17030015d5
MakeTime Inc.,6.0,"Lexington, Kentucky","Machinery, Mechanical Or Industrial Engineering",https://app.apollo.io/#/organizations/5569c4f373696425314e8f00
City of Lynchburg Office of Economic Development & Tourism,1.0,"Lynchburg, Virginia",Government Relations,https://app.apollo.io/#/organizations/63079350e0eb900001458286
WorkTech Advisory Inc.,8.0,"Minneapolis, Minnesota",Management Consulting,https://app.apollo.io/#/organizations/61ed56bb9a30360001f4c73b
AudPop,10.0,"New York, New York",Marketing & Advertising,https://app.apollo.io/#/organizations/54a11b1d69702d86b6b81300
Roots Surrogacy,6.0,"San Francisco, California",Individual & Family Services,https://app.apollo.io/#/organizations/5fca84ad61f5d40001bcafdd
Schiele Consulting,3.0,"San Antonio, Texas",Management Consulting,https://app.apollo.io/#/organizations/604a9face4c6ad0001c499b6
Cypress AgriTech,8.0,"Bakersfield, California",Machinery,https://app.apollo.io/#/organizations/5ed0b464cf6d200001aeeaf7
High Beam Marketing,4.0,"Spring Hill, Tennessee",Marketing & Advertising,https://app.apollo.io/#/organizations/61ec6d3e47cec70001cedb29
Distinctive Edge Partners,9.0,"Austin, Texas","Public Relations & Communications,",https://app.apollo.io/#/organizations/61051671525bcb0001b44eec
CastHub,5.0,"Austin, Texas","Information Technology & Services,",https://app.apollo.io/#/organizations/65b5a27f5be7f80969805c74
BrandOps | Measure and grow brand marketing impact.,5.0,"Springfield, Illinois",Information Technology & Services,https://app.apollo.io/#/organizations/5f49888d16bd7f0001de8156
Truly Financial,9.0,"Wilmington, Delaware",Financial Services,https://app.apollo.io/#/organizations/6019eaef1c1c1300ca91d81c
CCI | Global Channel Management,10.0,"Novato, California",Information Technology & Services,https://app.apollo.io/#/organizations/54a1343869702d3cbbca1400
Wake Forest Business & Industry Partnership,3.0,"Wake Forest, North Carolina",Nonprofit Organization Management,https://app.apollo.io/#/organizations/5b15d7e3a6da987104b98b79
Neoway US,6.0,"New York, New York",Information Technology & Services,https://app.apollo.io/#/organizations/5d8905fdf6078900f0f12166
GreenBanana SEO,10.0,"Beverly, Massachusetts",Marketing & Advertising,https://app.apollo.io/#/organizations/54a11f7e69702d97c1b70902
Modern Engineering Solutions,9.0,"Golden, Colorado","Civil Engineering, Design",https://app.apollo.io/#/organizations/5da333a612577d0001c67dce
Flexent,5.0,"Hampton, Virginia",Financial Services,https://app.apollo.io/#/organizations/5e56e5cb0bc43f00011f0c3e
CaseBlink,6.0,"New York, New York",Legal Services,https://app.apollo.io/#/organizations/64e09ad5d9c5820001c5a458
RevThink,9.0,"West Hollywood, California",Management Consulting,https://app.apollo.io/#/organizations/54a1203169702d94a4821002
FuelK12,10.0,"Kansas City, Kansas","Professional Training & Coaching,",https://app.apollo.io/#/organizations/5f49cbc96707f5000148e8d0
"Tozuda, Inc.",7.0,"Philadelphia, Pennsylvania",Mechanical Or Industrial Engineering,https://app.apollo.io/#/organizations/5569347c73696421c3b90900
Credexo Inc.,3.0,"Houston, Texas",Information Technology & Services,https://app.apollo.io/#/organizations/54a12ac269702dab37eb5602
Creative Solutions,5.0,"Norwalk, Iowa",Management Consulting,https://app.apollo.io/#/organizations/54a1275e69702db878f83700
LandTech US,6.0,"Clearwater, Florida",Information Technology & Services,https://app.apollo.io/#/organizations/638e70a614214e00a327e9b1
1501 Health,3.0,"Baltimore, Maryland",Hospital & Health Care,https://app.apollo.io/#/organizations/61968263c20f1c00daa91113
GIROSALUT,5.0,"Glassboro, New Jersey",Media Production,https://app.apollo.io/#/organizations/6461ef3622dc890001e0b58a
Simple Startup,3.0,"Boulder, Colorado","Financial Services, Accounting",https://app.apollo.io/#/organizations/57c4dd97a6da986a4f4b64ff
"Engage, A Forbes Tate Company",6.0,"Alexandria, Virginia",Marketing & Advertising,https://app.apollo.io/#/organizations/54a1217b69702d8aa120cb02
Basketball Museum Of Illinois,1.0,"Elburn, Illinois",Nonprofit Organization Management,https://app.apollo.io/#/organizations/6417258981cd7f0001ffb0ed
Gzeez Tech Design and Software Development Company,4.0,"New York, New York","Information Technology & Services,",https://app.apollo.io/#/organizations/614b298f9b564b00f6487e67
Carbon Design & Architecture,7.0,"Saint Petersburg, Florida","Architecture & Planning,",https://app.apollo.io/#/organizations/60b1d8e7db53260001735f3d
Hub&Spoke,5.0,"Fishers, Indiana",Design,https://app.apollo.io/#/organizations/5da31bea50780d00012b4012
Schiffbauer Consulting Group,4.0,"York, Pennsylvania",Marketing & Advertising,https://app.apollo.io/#/organizations/5da6ce132d2fa40001fd9b24
StrateFi Wealth Management,3.0,"Irvine, California",Financial Services,https://app.apollo.io/#/organizations/61ace04eca86e20001683180
CloudInsyte,8.0,"Buffalo, New York","Information Technology & Services,",https://app.apollo.io/#/organizations/602e51baa6e3b2010096a0f7
Genos North America,4.0,"Oldsmar, Florida",Human Resources,https://app.apollo.io/#/organizations/608aa193d2f53900e2d87866
seca TRU North America,1.0,"Charleston, South Carolina","Health, Wellness & Fitness",https://app.apollo.io/#/organizations/62d630ba71dda200a3bc860e
Aaron Vick,1.0,"Madison, Mississippi",Information Technology & Services,https://app.apollo.io/#/organizations/60f14f83acc001000190fc7b
Inside the Blueprint,1.0,"Pompano Beach, Florida",Media Production,https://app.apollo.io/#/organizations/5da4870b0f33d600017b36bd
SAmAS Gamify,2.0,"Houston, Texas",Human Resources,https://app.apollo.io/#/organizations/659a00df2f8f7f0001c39bff
New Basics Media,3.0,"Fort Lauderdale, Florida",Media Production,https://app.apollo.io/#/organizations/60b2d64799946b0001600359
Morning Ag Clips,10.0,"Greenwich, New York",Information Technology & Services,https://app.apollo.io/#/organizations/5d3283bef65125dcf086b27d
"Executive Financial Partners, LLC",4.0,"Charlotte, North Carolina","Financial Services, Accounting",https://app.apollo.io/#/organizations/5e57c4a6b3281d00015c37a5
The Genard Method,1.0,"Belmont, Massachusetts",Professional Training & Coaching,https://app.apollo.io/#/organizations/54a1211a69702d77c205c902
Delaware Mobile Signings,3.0,"Millsboro, Delaware",Public Relations & Communications,https://app.apollo.io/#/organizations/6092c66b58a66a010a9eeb02
BotStacks,10.0,"San Francisco, California","Information Technology & Services,",https://app.apollo.io/#/organizations/5e55a8ef831f070001de06b8
"WarmUp, Inc.",8.0,"Indianapolis, Indiana",Management Consulting,https://app.apollo.io/#/organizations/5a9d2972a6da98d954d7f936
AS3 International,6.0,"Rosamond, California",Professional Training & Coaching,https://app.apollo.io/#/organizations/5e55b60321d70500016741a3
Ceramic Tile Education Foundation - CTEF,8.0,"Pendleton, South Carolina",Building Materials,https://app.apollo.io/#/organizations/5e5765e3feb36f00019d6320
Journey Alliance,5.0,"Tampa, Florida",Management Consulting,https://app.apollo.io/#/organizations/60f2ee29c6798e00011441f8
NOM Media,9.0,"New York, New York",Marketing & Advertising,https://app.apollo.io/#/organizations/5ed6c831e10b4f00011d6167
MWD Web Design,2.0,"Saint Pete Beach, Florida",Marketing & Advertising,https://app.apollo.io/#/organizations/61961baf39ae3f00da656f61
Brain Scientific Inc.,2.0,"Sarasota, Florida",Medical Devices,https://app.apollo.io/#/organizations/6049eed7ea90640001da2828
Pricilla wardsonish,5.0,"Los Angeles, California",Animation,https://app.apollo.io/#/organizations/56e23685f3e5bb2ea300103a
olive,7.0,"Los Angeles, California",Information Technology & Services,https://app.apollo.io/#/organizations/65bbf107dd70510300416ab8
